time,temperature,humidity,wind_speed,precipitation,PM2.5,month
2023-08-13,24.3125,70.375,11.558333333333332,0.0083333333333333,35.501666666666665,8
2023-08-14,24.17083333333333,70.45833333333333,9.925,0.0125,35.975,8
2023-08-15,24.054166666666664,66.95833333333333,10.579166666666667,0.0208333333333333,35.386666666666656,8
2023-08-16,24.925,64.08333333333333,11.083333333333334,0.0,36.17333333333333,8
2023-08-17,24.53333333333333,69.75,14.875,0.025,34.430833333333325,8
2023-08-18,24.183333333333334,68.0,18.245833333333334,0.0458333333333333,32.540000000000006,8
2023-08-19,22.766666666666666,79.95833333333333,17.220833333333335,0.3041666666666666,31.70625,8
2023-08-20,24.320833333333336,70.95833333333333,13.295833333333334,0.0333333333333333,34.84666666666667,8
2023-08-21,24.804166666666664,66.625,10.0125,0.0,36.57166666666666,8
2023-08-22,24.820833333333336,71.375,7.883333333333333,0.0333333333333333,37.682500000000005,8
2023-08-23,25.041666666666668,65.75,9.35,0.0,37.10166666666667,8
2023-08-24,24.666666666666668,64.66666666666667,10.508333333333333,0.0,36.09666666666667,8
2023-08-25,24.84166666666667,65.125,10.575,0.0,36.320416666666674,8
2023-08-26,24.433333333333334,76.08333333333333,9.9,0.1583333333333333,36.6075,8
2023-08-27,25.02916666666667,68.875,9.291666666666666,0.0041666666666666,37.265,8
2023-08-28,25.59583333333333,61.16666666666666,10.883333333333333,0.0,36.97958333333333,8
2023-08-29,25.05,68.875,11.2625,0.0291666666666666,36.50375,8
2023-08-30,24.79583333333333,70.125,9.708333333333334,0.5375,36.8575,8
2023-08-31,23.7375,79.625,7.358333333333333,0.3999999999999999,36.89666666666667,8
2023-09-01,24.25,78.875,9.366666666666664,0.4291666666666667,36.72208333333333,9
2023-09-02,23.3625,83.375,10.3375,0.3958333333333333,35.405,9
2023-09-03,23.64583333333333,70.79166666666667,13.15,0.0,34.01916666666666,9
2023-09-04,22.566666666666663,76.375,18.504166666666663,0.0499999999999999,30.75375,9
2023-09-05,22.116666666666664,80.5,14.666666666666666,0.0625,31.91,9
2023-09-06,23.1625,81.04166666666667,14.6875,0.0541666666666666,33.288333333333334,9
2023-09-07,23.21666666666667,81.08333333333333,15.6625,0.1958333333333333,32.97083333333333,9
2023-09-08,23.17083333333333,80.0,17.408333333333335,0.0875,32.15875,9
2023-09-09,23.570833333333336,78.625,15.675,0.0458333333333333,33.30333333333334,9
2023-09-10,23.641666666666666,74.95833333333333,15.308333333333332,0.0833333333333333,33.35875,9
2023-09-11,23.454166666666666,76.875,15.504166666666668,0.0666666666666666,33.13249999999999,9
2023-09-12,23.354166666666668,77.125,15.091666666666669,0.1041666666666666,33.18,9
2023-09-13,22.9125,79.875,13.829166666666666,0.1708333333333333,33.248333333333335,9
2023-09-14,22.95833333333333,81.0,15.833333333333334,0.0291666666666666,32.56249999999999,9
2023-09-15,23.054166666666664,82.0,16.783333333333335,0.1416666666666667,32.357083333333335,9
2023-09-16,23.504166666666663,78.33333333333333,17.275000000000002,0.2416666666666666,32.562083333333334,9
2023-09-17,22.2,86.33333333333333,12.9875,0.3125,32.98166666666666,9
2023-09-18,22.7125,84.08333333333333,13.079166666666667,0.1999999999999999,33.49875,9
2023-09-19,23.3625,77.08333333333333,12.016666666666666,0.0416666666666666,34.41875,9
2023-09-20,23.3125,80.66666666666667,10.3125,0.0125,35.21458333333334,9
2023-09-21,23.14583333333333,83.29166666666667,6.316666666666666,0.0083333333333333,36.727500000000006,9
2023-09-22,23.079166666666666,84.33333333333333,6.304166666666667,0.2583333333333333,36.69791666666666,9
2023-09-23,23.504166666666663,81.5,8.758333333333333,0.4708333333333334,36.12708333333333,9
2023-09-24,22.9125,82.66666666666667,11.895833333333334,0.1125,34.16125,9
2023-09-25,22.77916666666667,83.625,10.983333333333334,0.0458333333333333,34.40083333333334,9
2023-09-26,23.229166666666668,80.58333333333333,11.7125,0.075,34.54208333333333,9
2023-09-27,22.816666666666663,82.125,12.479166666666666,0.4791666666666667,33.776250000000005,9
2023-09-28,21.96666666666667,88.25,14.8125,0.3916666666666666,32.04416666666667,9
2023-09-29,22.25,84.125,18.654166666666665,0.2375,30.669583333333332,9
2023-09-30,23.104166666666668,82.25,19.54583333333333,0.1125,31.32958333333333,9
2023-10-01,22.84166666666667,81.41666666666667,19.945833333333333,0.0458333333333333,30.78666666666668,10
2023-10-02,23.391666666666666,76.0,14.270833333333334,0.0125,33.50083333333333,10
2023-10-03,23.104166666666668,76.5,9.445833333333333,0.0041666666666666,35.082083333333344,10
2023-10-04,23.491666666666664,75.375,8.370833333333334,0.0333333333333333,35.95958333333333,10
2023-10-05,23.604166666666668,75.91666666666667,6.504166666666666,0.075,36.879583333333336,10
2023-10-06,24.5,71.0,5.370833333333334,0.0625,38.251666666666665,10
2023-10-07,24.183333333333334,76.41666666666667,6.441666666666666,0.0333333333333333,37.682500000000005,10
